id,question,answers,category,importance,source_page
ch15-p3-q07,資産説の根拠は？,換金性のある会社財産だから|換金性のある会社財産であるため,theme15,A,163
ch15-p3-q08,資本控除説の根拠は？,会社財産の払戻しだから|会社財産の払戻しであるため,theme15,A,163
ch15-p3-q09,自己株式処分差益を資本剰余金とする理由は？,払込資本と同じだから|払込資本と同じ性格だから,theme15,A,163
ch15-p3-q10,株主資本等変動計算書の開示項目は？,純資産の部のすべての項目|純資産の部の全項目,theme15,A,163
ch15-p3-q11,株主資本等変動計算書における株主資本の開示は？,変動事由ごとの開示|変動事由別の開示,theme15,A,163
ch15-p3-q12,株主資本とその他の項目で開示に差がある理由は？,株主資本が重要だから|株主資本が重要であるため,theme15,A,163
ch15-p5-q01,新株予約権は、（①）のある負債ではなく、負債の部に表示するのが適当ではないため、（②）の部に記載する。また、株主とは異なる新株予約権者との直接的な取引によるものであり、（③）とは区別して表示する。,返済義務||純資産||株主資本,theme15,B,165
ch15-p5-q02,新株予約権に失効が生じ、純資産の増加が（①）との直接的な取引によらないこととなった場合は、会社は無償で提供されたサービスを（②）したと考えることができるので、失効に対応する部分を（③）として計上する。,株主||消費||利益（特別利益）|利益|特別利益,theme15,B,165
ch15-p5-q03,ストック・オプションを付与し、これに応じて企業が従業員等から取得するサービスは、その（①）に応じて費用として計上する。ストック・オプションを付与した場合に費用認識が行われるのは、付与されたストック・オプションを対価とし、これと引換えに企業に追加的にサービスが提供され、企業はそのサービスを（②）したと考えられるためである。,取得||消費,theme15,B,165
ch15-p7-q01,新株予約権を純資産とする理由は？,返済義務がある負債ではないため|返済義務のある負債ではないため,theme15,B,167
ch15-p7-q02,新株予約権を株主資本以外とする理由は？,株主に帰属するものではないため|株主に帰属しないため,theme15,B,167
ch15-p7-q03,ストック・オプションとは？,従業員等に報酬として付与する自社株式オプション|従業員等に報酬として付与される自社株式オプション,theme15,B,167
ch15-p7-q04,ストック・オプションの権利確定日以前の会計処理は？,取得に応じて費用計上し同額を純資産に新株予約権として計上する|サービスの取得に応じて費用計上し同額を新株予約権として計上する,theme15,B,167
ch15-p7-q05,ストック・オプションの費用計上額は？,公正な評価額のうち当期に発生したと認められる額|公正な評価額のうち当期発生額,theme15,B,167
ch15-p7-q06,ストック・オプションの費用認識の根拠は？,サービスを取得し消費しているため|サービスを取得・消費しているため,theme15,B,167
ch15-p7-q07,現金支出がなく、費用認識が行われる例は？,無償取得資産の減価償却|無償で取得した資産の減価償却,theme15,B,167
ch15-p7-q08,ストック・オプションが権利行使された場合の処理は？,帳簿価額を払込資本に振り替える|新株予約権の帳簿価額を払込資本に振り替える,theme15,B,167
ch15-p7-q09,ストック・オプションの失効が生じた場合の利益計上額は？,新株予約権計上額のうち失効部分に対応する金額|新株予約権の計上額のうち失効部分対応額,theme15,B,167
ch16-p1-q01,資産除去債務とは、固定資産の取得等により発生する資産除去に関する法律上の義務やこれに準ずるものをいう。資産除去債務は、資産除去に関する不可避的な（①）であり、経済的資源を引き渡す（①）としての負債に該当する。,義務,theme16,A,171
ch16-p1-q02,資産除去債務は、その取得等による発生時に負債として計上する。同額を該当する有形固定資産の（①）に加算し、その利用期間にわたって（②）を通じてそれを（③）する。,帳簿価額||減価償却||費用配分,theme16,A,171
ch16-p1-q03,資産除去債務の会計処理には、引当金処理と資産負債の両建処理がある。引当金処理では必ずしも（①）計上が十分ではなく、また、投資にあたって（②）すべき金額を引き上げ、さらに資産の投資（③）に関する有用な情報を提供すると考えられる資産負債の両建処理が採用されている。,負債||回収||効率,theme16,A,171
ch16-p3-q01,資産除去債務とは？,有形固定資産の除去に関する法的な義務|有形固定資産の除去に関する法律上の義務,theme16,A,173
ch16-p3-q02,資産除去債務の負債性は？,不可避的な義務であり負債性がある|不可避的な義務であるため負債性がある,theme16,A,173
ch16-p3-q03,資産除去債務の計上方式を2つ示せ。,資産負債の両建処理|資産・負債の両建処理||引当金処理,theme16,A,173
ch16-p3-q04,引当金処理とは？,資産除去費用を各期に配分し引当金を計上する方法|資産除去費用を各期に費用配分して引当金を計上する方法,theme16,A,173
ch16-p3-q05,資産負債の両建処理が採用される理由を2つ示せ。,引当金処理では負債計上が十分でない|引当金処理では負債計上が不十分である||回収すべき金額を引き上げ投資効率の有用な情報を示す|回収すべき金額を引き上げて投資効率に関する有用な情報を示す,theme16,A,173
ch16-p3-q06,資産除去債務の負債計上の時期は？,資産除去債務の発生時|発生時,theme16,A,173
ch16-p3-q07,資産除去費用の取扱いは？,負債計上額と同額を資産計上し各期に費用配分する|負債計上額と同額を関連する有形固定資産の帳簿価額に加え各期に費用配分する,theme16,A,173
ch16-p5-q01,資産除去債務は、その（①）時に資産除去に要する支出を見積り、現在価値に割り引いて計算する。時の経過による資産除去債務の調整額は、その（①）時の（②）として処理する。,発生||費用,theme16,B,175
ch16-p5-q02,資産除去費用は、法的な権利ではなく（①）がない。また、独立して（②）獲得に貢献するものではないため、独立して資産に計上する処理は行わない。,財産価値||収益,theme16,B,175
ch16-p5-q03,資産除去債務は、1年以内に履行の期日が到来する場合は（①）負債、その他の場合は（②）負債の区分に記載する。資産計上された資産除去債務に対応する除去費用に係る費用配分額は、損益計算書上、関連する有形固定資産の（③）と同じ区分に含めて計上し、時の経過による資産除去債務の調整額は、これと同一区分に含めて計上する。,流動||固定||減価償却費,theme16,B,175
ch16-p7-q01,資産除去債務の計上額は？,資産除去に要する将来キャッシュ・フローの割引価値|資産除去に要する将来キャッシュフローの割引価値,theme16,B,177
ch16-p7-q02,時の経過による資産除去債務の調整額の取扱いは？,発生時の費用|発生した期の費用,theme16,B,177
ch16-p7-q03,資産除去費用のその後の取扱いは？,減価償却を通じて費用配分する|減価償却により費用配分する,theme16,B,177
ch16-p7-q04,資産除去費用を独立して資産計上しない理由を2つ示せ。,法律上の権利ではなく財産価値がない|法律上の権利ではなく財産価値を有しない||独立して収益獲得に貢献しない|独立して収益の獲得に貢献しない,theme16,B,177
ch16-p7-q05,割引前の将来キャッシュ・フローは？,自己の支出見積りによる|自己の支出見積額による,theme16,B,177
ch16-p7-q06,資産除去債務の算定に用いる割引率は？,貨幣の時間価値を反映した無リスクの税引前の利率|貨幣の時間価値を反映した無リスクの税引前利率,theme16,B,177
ch16-p7-q07,資産除去債務の計上区分は？,1年基準を適用して決定する|一年基準を適用して決定する,theme16,B,177
ch16-p7-q08,資産除去費用の配分額の計上区分は？,減価償却費と同じ区分|減価償却費と同一区分,theme16,B,177
ch16-p7-q09,時の経過による資産除去債務の調整額の計上区分は？,減価償却費と同じ区分|減価償却費と同一区分,theme16,B,177
ch17-p1-q01,退職給付とは、退職以後に従業員に支給される給付をいい、退職一時金と退職年金がある。退職給付は、賃金の（①）の性格を有する。,後払い,theme17,A,181
ch17-p1-q02,退職給付は、その（①）が（②）の事象に起因する（③）の特定の費用的支出であり、このうち当期の負担に属すべき金額は、その（①）した期間の費用として認識し、同額を退職給付引当金に計上する。ここに（①）とは狭義には経済価値の（④）をいい、広義にはその（⑤）の発生を含む。,発生||当期以前||将来||費消||原因,theme17,A,181
ch17-p1-q03,退職給付債務とは、退職給付のうち認識時点までに（①）しているものをいい、退職給付までが長期であるため（②）の方法により測定する。,発生||割引計算（現価方式）|割引計算|現価方式,theme17,A,181
ch17-p1-q04,年金資産とは、退職給付に充てるために積み立てられた資産をいう。年金資産は退職給付の支払のみに使用され、（①）獲得に貢献する一般の資産と同様に表示するのは問題があり、（②）の計算上、控除される。,収益||退職給付引当金,theme17,A,181
ch17-p3-q01,退職給付とは？,退職以後に従業員に支給される給付|退職後に従業員に支給される給付,theme17,A,183
ch17-p3-q02,退職給付の性格は？,賃金の後払い|賃金の後払,theme17,A,183
ch17-p3-q03,退職給付費用の認識に関する損益計算書原則は？,発生主義の原則,theme17,A,183
ch17-p3-q04,発生主義の原則における「発生」の意味を2つ示せ。,経済価値の費消||経済価値の費消とその原因の発生|経済価値の費消の原因の発生,theme17,A,183
ch17-p3-q05,退職給付見込額のうち期末までの発生額の計算方式を2つ示せ。,期間定額基準||給付算定式基準,theme17,A,183
ch17-p3-q06,退職給付引当金の計算は？,退職給付債務－年金資産|認識時点の退職給付債務から年金資産を控除した額,theme17,A,183
ch17-p3-q07,退職給付債務とは？,退職給付のうち認識時点までに発生しているもの|退職給付のうち認識時点までに発生した部分,theme17,A,183
ch17-p3-q08,退職給付債務の測定は？,割引計算により測定する|割引計算により算定する,theme17,A,183
ch17-p3-q09,退職給付債務が割引計算される理由は？,支払までの期間が長期だから|支払までの期間が長期であるため,theme17,A,183
ch17-p3-q10,年金資産の評価額は？,期末における公正な評価額|期末の公正な評価額,theme17,A,183
ch17-p3-q11,年金資産を独立表示しない理由は？,退職給付のみに使用されるため|退職給付にのみ使用されるため,theme17,A,183
ch17-p5-q01,過去勤務費用は、給付水準の改定等が及ぼす従業員の勤労意欲の向上により増加する（①）との対応を図るため、数理計算上の差異は、予測と実績の乖離だけでなく（②）数値の修正も反映され、各期の差異を一時に費用とするのは適切でないため、それぞれ遅延認識が行われる。,収益||予測,theme17,B,185
ch17-p5-q02,退職給付見込額のうちの期末発生額の計算方式としては、継続適用を要件として（①）基準と（②）基準の選択適用が認められている。,期間定額||給付算定式,theme17,B,185
ch17-p5-q03,回廊アプローチとは、退職給付債務等を毎期末時点で厳密に計算し、その結果生じた計算差異に一定の（①）を設ける方法である。重要性基準とは、（②）の決定にあたって合理的な範囲で重要性による判断を認める方法である。退職給付に関する会計基準では、退職給付費用が（③）的な見積計算であることから、重要性による判断を認める重要性基準の考え方によっている。,回廊||計算基礎||長期,theme17,B,185
ch17-p7-q01,退職給付債務の算定に用いる割引率は？,安全性の高い債券の利回り|安全性の高い債券の利回りを基礎とする,theme17,B,187
ch17-p7-q02,利息費用の算出方法は？,期首の退職給付債務に割引率を乗じて算出する|期首退職給付債務×割引率,theme17,B,187
ch17-p7-q03,未認識過去勤務費用および未認識数理計算上の差異の処理方法は？,平均残存勤務期間内での費用処理|平均残存勤務期間以内の一定の年数で費用処理,theme17,B,187
ch17-p7-q04,未認識過去勤務費用を遅延認識する理由は？,発生の効果が将来にも及ぶため|発生の効果が将来期間にも及ぶため,theme17,B,187
ch17-p7-q05,未認識数理計算上の差異を遅延認識する理由は？,見積数値の修正も反映されるため|見積数値の修正が反映されるため,theme17,B,187
ch17-p7-q06,数理計算上の差異の取扱い方法を2つ示せ（基準の採用する方法を先に答えること）。,重要性基準||回廊アプローチ,theme17,B,187
ch17-p7-q07,重要性基準を採用した理由は？,長期的な見積り計算のため|長期的な見積計算であるため,theme17,B,187
ch18-p1-q01,研究開発費には、研究や開発に要した原価の費消額が含まれ、研究開発費の支出額は（①）時の（②）として処理する。他の用途に利用できない研究開発専用資産の取得原価は、取得時における研究開発費とする。,発生||費用,theme18,A,191
ch18-p1-q02,研究開発費を（①）時に（②）として処理するのは、研究開発による（③）の獲得が確実とはいえず、資産計上の要件が客観的でないまま資産計上を求めると（④）間の比較可能性を害するためである。,発生||費用||収益||企業,theme18,A,191
ch18-p1-q03,従来、研究開発費は、費用処理以外に適正な期間損益計算を行う見地から将来の収益と対応させるために（①）としての任意計上が認められていた。この取扱いは会計情報の質的特性としての（②）を害すると考えられる。,繰延資産||比較可能性,theme18,A,191
ch18-p1-q04,ソフトウェアについては、その（①）によって将来の収益との（②）関係が異なるため、（①）別に会計処理が定められている。,制作目的||対応,theme18,A,191
ch18-p3-q01,研究とは？,新知識の発見のための調査探究|新しい知識の発見を目的とした調査探究,theme18,A,193
ch18-p3-q02,開発とは？,研究の具体化|研究成果の具体化,theme18,A,193
ch18-p3-q03,研究開発費の処理は？,発生時に費用処理する|発生時費用処理,theme18,A,193
ch18-p3-q04,研究開発費の費用処理の方法を2つ示せ。,一般管理費||当期製造費用,theme18,A,193
ch18-p3-q05,研究開発費を発生時に費用処理する根拠を2つ示せ。,収益獲得が不確実である|将来の収益獲得が不確実である||資産計上要件の客観化が困難である|資産計上要件を客観化することが困難である,theme18,A,193
ch18-p3-q06,研究開発専用資産の取得時の取扱いは？,取得原価を研究開発費とする|取得原価を研究開発費として処理する,theme18,A,193
ch18-p3-q07,従来の研究開発費処理の問題点は？,企業間比較を害する|企業間の比較可能性を害する,theme18,A,193
ch18-p3-q08,ソフトウェア制作費の会計処理が制作目的別に定められている理由は？,制作目的により将来の収益との対応関係が異なるため|制作目的ごとに将来の収益との対応関係が異なるため,theme18,A,193
ch18-p5-q01,ソフトウェア制作費の会計処理は収益との（①）関係を考慮し、（②）制作目的の場合は請負工事の会計処理に準じて処理するが、市場販売目的と自社利用目的の場合は（③）の区分に計上する。（③）に計上されたソフトウェアは一定の方法による償却を要する。,対応||受注||無形固定資産,theme18,B,195
ch18-p5-q02,市場販売目的のソフトウェアについては、（①）が（②）に計上される。ソフトウェア制作費でも研究開発費に該当するものは、発生時に費用として処理する。無形固定資産とされる市場販売目的のソフトウェアは、（③）数量（収益）に応じて償却するが、毎期の償却額は均等配分額を下回ってはならない。,製品マスターの制作費||無形固定資産||見込販売,theme18,B,195
ch18-p5-q03,自社利用のソフトウェアは、将来の（①）に対する貢献、ないしは（②）削減効果が認められる場合は、将来の（①）との（③）を図るため、無形固定資産として計上し、定額法等により償却する必要がある。,収益||費用||対応,theme18,B,195
ch18-p7-q01,受注制作のソフトウェアの制作費の会計処理は？,請負工事の会計処理に準ずる|請負工事の会計処理に準じる,theme18,B,197
ch18-p7-q02,自社利用のソフトウェアを資産計上する要件は？,将来の収益獲得または費用削減が確実であること|将来の収益獲得又は費用削減が確実であること,theme18,B,197
ch18-p7-q03,市場販売目的のソフトウェアの減価償却方法は？,見込販売数量に基づく償却方法等の合理的な方法|見込販売数量に基づく方法その他の合理的な方法,theme18,B,197
ch18-p7-q04,製品マスターを資産計上する理由を4つ示せ。,製品マスター自体が販売の対象物ではない|製品マスター自体は販売対象物ではない||機械装置等と同様に製品マスターを利用して製品を作成する|製品マスターを利用・複写して製品を作成する||製品マスターは法的権利である著作権を有している|製品マスターは著作権を有している||適正な原価計算により取得原価を明確にできる|適正な原価計算により取得原価を明確に把握できる,theme18,B,197
ch18-p7-q05,制作途中のソフトウェアの表示区分は？,無形固定資産,theme18,B,197
ch19-p1-q01,会計方針とは、会計処理の（①）および（②）をいう。認められる会計方針間で変更をした場合は、新たな会計方針を過去の期間のすべてに（③）する。（③）により財務諸表全般の（④）と情報の（⑤）が高まる。,原則||手続||遡及適用||比較可能性||有用性,theme19,A,201
ch19-p1-q02,表示方法とは、財務諸表の作成に採用した表示の方法をいう。認められる表示方法間で変更をした場合は、財務諸表の（①）を行う。財務諸表の（①）により、財務諸表全般の（②）と情報の（③）が高まる。,組替え||比較可能性||有用性,theme19,A,201
ch19-p1-q03,会計上の見積りとは、財務諸表項目の額に（①）がある場合、財務諸表作成時に入手可能な情報に基づいて、合理的な金額を算出することをいう。,不確実性,theme19,A,201
ch19-p1-q04,誤謬とは、財務諸表作成時に入手可能な情報を使用せず、または誤用による一定の誤りをいう。誤謬が発見された場合、（①）する。（①）は期間比較が可能な情報を開示する観点から有用である。,修正再表示,theme19,A,201
ch19-p3-q01,会計方針とは？,会計処理の原則および手続|会計処理の原則及び手続,theme19,A,203
ch19-p3-q02,会計方針の変更時の取扱いは？,遡及適用,theme19,A,203
ch19-p3-q03,会計方針の変更時に遡及適用することにより高まるものは？,財務諸表全般の比較可能性と情報の有用性|財務諸表全般の比較可能性及び情報の有用性,theme19,A,203
ch19-p3-q04,表示方法とは？,財務諸表の作成に採用した表示の方法|財務諸表の作成に用いる表示方法,theme19,A,203
ch19-p3-q05,表示方法の変更時の取扱いは？,財務諸表の組替え|財務諸表の組み替え,theme19,A,203
ch19-p3-q06,表示方法の変更時に財務諸表の組替えを行うことで高まるものは？,財務諸表全般の比較可能性と情報の有用性|財務諸表全般の比較可能性及び情報の有用性,theme19,A,203
ch19-p3-q07,会計上の見積りとは？,財務諸表項目の額に不確実性がある場合に合理的な金額を算出すること|財務諸表項目の金額に不確実性がある場合に合理的な金額を算出すること,theme19,A,203
ch19-p3-q08,誤謬とは？,一定の誤り|財務諸表の作成時に入手可能な情報を使用しなかったこと等による誤り,theme19,A,203
ch19-p3-q09,誤謬があったときの取扱いは？,修正再表示,theme19,A,203
ch19-p3-q10,修正再表示の有用性は？,期間比較が可能な情報を開示する観点から有用|期間比較可能な情報を開示する観点から有用,theme19,A,203
ch19-p5-q01,会計上の見積りの変更が行われた場合には、見積りの変更が変更期間のみに影響するときは当該変更期間に会計処理を行い、将来の期間にも影響するときは将来にわたり会計処理を行う。このような取扱いは、見積りの変更が（①）によりもたらされるとの認識から、過去に遡って処理せず、その影響は将来に向けて認識するとの考え方がとられているためである。,新しい情報,theme19,B,205
ch19-p5-q02,固定資産の耐用年数の変更等についての処理方式には、影響額を変更時に処理する（①）方式と影響額を変更時以後に影響させる（②）方式がある。現行制度上は（②）方式が採用されているため、臨時償却は行われない。,キャッチ・アップ||プロスペクティブ,theme19,B,205
ch19-p5-q03,減価償却方法の変更は（①）の変更に該当するが、固定資産に関する経済的便益の（②）パターンの見積りの変更を伴うため、（①）の変更と（③）の変更の区別が困難な場合に該当するものとし、遡及処理はしない。,会計方針||消費||会計上の見積り,theme19,B,205
ch19-p7-q01,会計方針の継続適用が要請される理由を2つ示せ。,利益操作の排除||期間比較性の確保,theme19,B,207
ch19-p7-q02,正当な理由による会計方針の変更の場合を2つ示せ。,会計基準等の改正に伴う変更|会計基準の改正等による場合||それ以外の正当な理由による変更|会計基準等の改正以外の正当な理由による場合,theme19,B,207
ch19-p7-q03,会計上の見積りの変更の取扱いは？,当期以後に影響させる|変更期間および将来期間に影響させる,theme19,B,207
ch19-p7-q04,会計上の見積りの変更があった場合に遡及しない理由は？,新しい情報によりもたらされるため|新たに入手可能となった情報によりもたらされるため,theme19,B,207
ch19-p7-q05,会計方針の変更と会計上の見積りの変更の区別が困難なときの取扱いは？,会計上の見積りの変更として扱う|会計上の見積りの変更と同様に扱う,theme19,B,207
ch19-p7-q06,耐用年数の変更時の処理方式を2つ示せ。,プロスペクティブ方式||キャッチ・アップ方式,theme19,B,207
ch19-p7-q07,減価償却方法の変更に見積りの変更の要素が入る理由は？,経済的便益の消費パターンの見積りの変更であるため|資産から得られる経済的便益の消費パターンの見積りの変更であるため,theme19,B,207
ch19-p7-q08,減価償却方法の変更があった場合に遡及しない理由は？,会計方針の変更と会計上の見積りの変更の区別が困難なため|会計方針の変更と見積りの変更の区別が困難なため,theme19,B,207
ch20-p1-q01,ファイナンス・リース取引とは、リース期間の中途で（①）することができず、借手がリース資産から受ける（②）を享受するため、そのコストを負担することとなるリース取引をいう。,契約を解除||経済的利益,theme20,A,211
ch20-p1-q02,ファイナンス・リース取引における借手のリース資産は、借手が資産から受ける（①）を享受することにより、キャッシュの獲得に貢献するため（②）としての資産に該当する。ファイナンス・リース取引は、リース期間の中途で（③）することができず、借手はリース料の支払義務を負うため、借手のリース債務は（②）を引き渡す（④）としての負債に該当する。,経済的利益||経済的資源||契約を解除||義務,theme20,A,211
ch20-p1-q03,所有権移転ファイナンス・リース取引の借手では、（①）の固定資産と同一の方法で減価償却を行うが、所有権移転外ファイナンス・リース取引の借手では、物件の使用がリース期間に限定されるため耐用年数を（②）とし、物件の所有権が移転しないため残存価額を（③）として減価償却を行う。,自己所有||リース期間||ゼロ（零）|ゼロ|零,theme20,A,211
ch20-p3-q01,リース取引とは？,賃貸借取引,theme20,A,213
ch20-p3-q02,ファイナンス・リース取引とは？,解約不能でコストを負担するリース取引|解約不能で借手がリース物件から生じる経済的利益を享受しコストを実質的に負担するリース取引,theme20,A,213
ch20-p3-q03,ファイナンス・リース取引の経済的実態は？,売買,theme20,A,213
ch20-p3-q04,ファイナンス・リース取引の会計処理は？,売買処理,theme20,A,213
ch20-p3-q05,リース資産の資産性は？,経済的利益を享受するため資産性がある|経済的利益を享受できるため資産性がある,theme20,A,213
ch20-p3-q06,リース債務の負債性は？,リース料の支払義務があるため負債性がある|リース料の支払義務を負うため負債性がある,theme20,A,213
ch20-p3-q07,借手の資産および負債の計上額は？,リース料総額－利息相当額|リース料総額から利息相当額を控除した額,theme20,A,213
ch20-p3-q08,リース料に含まれる利息相当額の配分方法を2つ示せ。,利息法||定額法,theme20,A,213
ch20-p3-q09,所有権移転ファイナンス・リース取引における借手の減価償却は？,自己所有資産と同様に行う|自己所有の固定資産と同様に行う,theme20,A,213
ch20-p3-q10,所有権移転外ファイナンス・リース取引における借手の減価償却の特徴を2つ示せ。,リース期間を耐用年数とする|リース期間が耐用年数||残存価額をゼロとする|残存価額がゼロ,theme20,A,213
ch20-p5-q01,リース取引は、法的には賃貸借取引であるが、（①）に着目して売買処理が行われる。これはファイナンス・リース取引と資産の割賦売買取引との会計処理の（②）を考慮した取扱いである。,経済的実態||比較可能性,theme20,B,215
ch20-p5-q02,所有権移転外ファイナンス・リース取引は、経済的には売買および（①）の類似取引であるが、法的には賃貸借の性格を有し、（②）契約が組み合わされているなどその性格が複合的である。また、リース物件の（③）の売買に近く、借手のコストが定額のキャッシュ・フローとして固定するという特徴がある。,融資||役務提供（サービス）|役務提供|サービス||使用権,theme20,B,215
ch20-p5-q03,所有権移転ファイナンス・リース取引での貸手の資産は（①）、所有権移転外ファイナンス・リース取引での貸手の資産は（②）として表示する。（①）は金融資産の性格を有し、（②）は、将来のリース料を収受する権利（金融資産）と物件の見積（③）から構成される複合的な性格を有する。,リース債権||リース投資資産||残存価額,theme20,B,215
ch20-p7-q01,ファイナンス・リース取引の法形式は？,賃貸借,theme20,B,217
ch20-p7-q02,ファイナンス・リース取引の経済的実態は？,売買および融資|売買及び融資,theme20,B,217
ch20-p7-q03,所有権移転外ファイナンス・リース取引に組み合わされることがある契約は？,役務提供|サービス提供,theme20,B,217
ch20-p7-q04,所有権移転外ファイナンス・リース取引における売買の対象は？,使用権,theme20,B,217
ch20-p7-q05,所有権移転外ファイナンス・リース取引における借手のコストは？,固定される|定額のキャッシュ・フローとして固定される,theme20,B,217
ch20-p7-q06,所有権移転ファイナンス・リース取引における貸手の資産名称は？,リース債権,theme20,B,217
ch20-p7-q07,所有権移転外ファイナンス・リース取引における貸手の資産名称は？,リース投資資産,theme20,B,217
ch20-p7-q08,オペレーティング・リース取引の会計処理は？,賃貸借処理,theme20,B,217
ch20-p7-q09,オペレーティング・リース取引を売買処理すべきとする見解が想定する取引実態は？,使用権の売買|使用権売買,theme20,B,217
ch21-p1-q01,約束した財やサービス（資産）を顧客に（①）することにより（②）を充足した時に、または充足するにつれて、充足した（②）に配分された額で収益を認識する。資産が（①）するのは、顧客が当該資産に対する（③）を（④）した時または（④）するにつれてであるため、収益認識基準における収益認識は、（⑤）による収益認識といわれることがある。,移転||履行義務||支配||獲得||資産負債アプローチ,theme21,A,221
ch21-p1-q02,契約とは、法的な（①）のある権利及び義務を生じさせる複数の当事者間における（②）をいい、書面、口頭、取引慣行等により成立する。取引価格とは、財やサービスの顧客への移転と交換に企業が権利を得ると（③）対価の額をいう。ただし、（④）のために回収する額を除く。,強制力||取り決め||見込む||第三者,theme21,A,221
ch21-p1-q03,契約において約束した個別の財やサービスの（①）の比率に基づき、それぞれの（②）に取引価格を配分する。（①）とは、財やサービスを独立して企業が顧客に販売するときの価格をいう。,独立販売価格||履行義務,theme21,A,221
ch21-p3-q01,資産が移転するのはいつか？,顧客が資産に対する支配を獲得したとき|顧客が当該資産に対する支配を獲得した時,theme21,A,223
ch21-p3-q02,商品販売における原則的な認識基準は？,検収基準,theme21,A,223
ch21-p3-q03,契約とは？,法的な強制力のある権利および義務を生じさせる当事者間における取り決め|法的な強制力のある権利及び義務を生じさせる複数の当事者間の取決め,theme21,A,223
ch21-p3-q04,顧客とは？,財やサービスを得るために企業と契約した当事者|企業の通常の活動により生じた財又はサービスを対価と交換に獲得するために企業と契約した当事者,theme21,A,223
ch21-p3-q05,履行義務とは？,顧客との契約において財やサービスを顧客に移転する約束|顧客との契約における財又はサービスを顧客に移転する約束,theme21,A,223
ch21-p3-q06,取引価格とは？,財やサービスの顧客への移転と交換に企業が権利を得ると見込む対価の額|財又はサービスの顧客への移転と交換に企業が権利を得ると見込む対価の額,theme21,A,223
ch21-p3-q07,独立販売価格とは？,財やサービスを独立して企業が顧客に販売する場合の価格|財又はサービスを独立して企業が顧客に販売する場合の価格,theme21,A,223
ch21-p5-q01,取引価格を算定する際には、（①）を考慮する。（①）とは、顧客と約束した対価のうち変動する可能性のある部分をいう。契約において、顧客と約束した対価に（①）が含まれる場合、財やサービスの顧客への移転と交換に企業が権利を得ることとなる対価の額を（②）ことになる。,変動対価||見積る,theme21,B,225
ch21-p5-q02,契約の当事者が（①）または（②）に合意した（③）により、財やサービスの顧客への移転に係る（④）についての重要な便宜が顧客または企業に提供される場合には、顧客との契約は（⑤）を含むものとする。,明示的||黙示的||支払時期||信用供与||重要な金融要素,theme21,B,225
ch21-p5-q03,履行義務の充足に係る（①）を合理的に見積もることができる場合にのみ、（②）にわたり充足される履行義務について収益を認識する。履行義務の充足に係る（①）を合理的に見積もることができないが、発生する費用を回収することが見込まれる場合には、（③）により処理する。,進捗度||一定の期間||原価回収基準,theme21,B,225
ch21-p7-q01,履行義務とは？,財やサービスを顧客に移転する約束|財又はサービスを顧客に移転する約束,theme21,B,227
ch21-p7-q02,資産に対する支配とは？,資産の使用を指図し資産から残りの便益のほとんどすべてを享受する能力|資産の使用を指図し当該資産からの残りの便益のほとんどすべてを享受する能力,theme21,B,227
ch21-p7-q03,変動対価の額の見積値を2つ示せ。,最頻値||期待値,theme21,B,227
ch21-p7-q04,発生し得ると考えられる対価の額における、最も可能性の高い単一の金額は？,最頻値,theme21,B,227
ch21-p7-q05,発生し得ると考えられる対価の額を確率で加重平均した金額は？,期待値,theme21,B,227
ch21-p7-q06,履行義務を充足する際に発生する費用のうち、回収することが見込まれる費用の金額で収益を認識する方法は？,原価回収基準,theme21,B,227
ch21-p7-q07,契約資産とは？,移転した財やサービスと交換に受け取る対価に対する企業の権利|移転した財又はサービスと交換に受け取る対価に対する企業の権利,theme21,B,227
ch21-p7-q08,契約負債とは？,財やサービスを顧客に移転する企業の義務に対して企業が顧客から対価を受け取ったものまたは対価を受け取る期限が到来しているもの|財又はサービスを顧客に移転する企業の義務に対して顧客から対価を受け取ったもの又は対価を受け取る期限が到来しているもの,theme21,B,227
ch21-p7-q09,契約により生じた債権とは？,対価に対する法的な請求権|対価に対する無条件の権利,theme21,B,227
ch22-p1-q01,連結財務諸表とは、（①）関係にある企業集団を一つの会計単位として作成する財務諸表をいう。連結の範囲の決定方法には、単に議決権数のみで（①）関係を判断する（②）によるのではなく、実質的な（①）関係があるか否かで判断する（③）が採用されている。,支配従属||持株基準||支配力基準,theme22,A,231
ch22-p1-q02,連結財務諸表の作成については、資本について、連結財務諸表を親会社の個別財務諸表の延長で考える（①）と、企業集団全体の財務諸表と考える（②）がある。連結財務諸表が提供する情報は主として親会社の投資者を対象としており、（①）による処理方法が企業集団の経営を巡る現実感覚をより適切に反映するため、（①）が採用されてきたが、（②）の影響を受けた処理が増えている。,親会社説||経済的単一体説,theme22,A,231
ch22-p1-q03,子会社の資産・負債を時価評価する範囲の考え方には、経済的単一体説と整合的な（①）と、親会社説と整合的な（②）がある。現行制度上は（①）が採用されている。,全面時価評価法||部分時価評価法,theme22,A,231
ch22-p3-q01,連結財務諸表とは？,企業集団の財務状況を報告する財務諸表|企業集団の財政状態および経営成績等を報告する財務諸表,theme22,A,233
ch22-p3-q02,連結財務諸表の作成に関する考え方を2つ示せ。,親会社説||経済的単一体説,theme22,A,233
ch22-p3-q03,親会社説とは？,連結財務諸表を親会社の株主の立場で作成する考え方|連結財務諸表を親会社株主の立場で作成する考え方,theme22,A,233
